取得日,コード,銘柄名,市場,現在値,前日比(%),PBR(株価純資産倍率)(倍),PER(株価収益率)(倍),ROE(自己資本利益率)(%),海外売上高比率(%),経常利益変化率(%) - 前年度比,自己資本比率(%),財務,配当利回り(%),EPS(予)(一株あたり当期利益)(円),PEG(予)(倍),業績予想修正率(予)(%),経常利益変化率(予)(%) - 1年前,過去3年平均売上高成長率(予)(%)
2026-08-21,6849,日本光電工業,東P,"1,506",-17.5 (-1.15%) ,1.34,16.87,8.1,7.97,38.58,10.66,(連),2.12,94.57,2.70,-1.69,-18.25,1.73
2026-08-21,6850,チノー,東P,"1,671",-9.0 (-0.54%) ,1.2,13.87,9.0,10.19,22.64,9.62,(連),2.54,,,,,
2026-08-21,6853,共和電業,東S,762,+1.0 (+0.13%) ,1.07,19.39,5.7,8.51,13.08,-0.14,(連),2.76,,,,,
2026-08-21,6855,日本電子材料,東S,"6,510",-150.0 (-2.25%) ,2.12,15.28,15.0,24.69,51.33,54.68,(連),1.23,498.40,0.79,41.33,96.30,29.56
2026-08-21,6856,堀場製作所,東P,"23,295",-360.0 (-1.52%) ,2.81,26.37,11.2,15.92,76.99,8.08,(連),1.93,"1,151.13",0.68,0.35,24.06,9.62
2026-08-21,6857,アドバンテスト,東P,"35,900",+540.0 (+1.53%) ,32.73,69.69,57.6,44.22,97.77,129.88,(連),0.16,831.60,0.69,1.22,133.48,46.89
2026-08-21,6858,小野測器,東S,827,+2.0 (+0.24%) ,0.53,21.76,2.5,4.31,17.02,220.28,(連),2.66,,,,,
2026-08-21,6859,エスペック,東P,"3,915",+65.0 (+1.69%) ,1.36,14.48,10.0,10.12,50.94,-4.11,(連),2.94,283.80,2.74,-0.40,-14.77,4.52
2026-08-21,6861,キーエンス,東P,"79,900",-790.0 (-0.98%) ,,,,,,,,,"2,322.43",1.31,0.71,14.17,16.76
2026-08-21,6862,ミナトＨＬＤＧ,東S,"3,370",-245.0 (-6.78%) ,3.1,11.90,30.1,11.57,16.23,594.50,(連),0.53,"1,013.50",0.01,250.00,761.54,85.01
2026-08-21,6863,ニレコ,東S,942,+7.0 (+0.75%) ,1.18,14.36,8.6,15.43,20.33,-11.54,(連),3.15,74.50,0.92,0.00,-4.35,9.08
2026-08-21,6864,エヌエフＨＬＤＧ,東S,"1,548",-5.0 (-0.32%) ,,,,,,,,,,,,,
2026-08-21,6866,日置電機,東P,"10,770",-370.0 (-3.32%) ,3.32,26.71,13.0,16.75,63.64,-11.06,(連),1.86,538.60,0.62,6.16,31.76,14.57
2026-08-21,6867,リーダー電子,東S,411,0.0 (0.00%) ,0.49,20.91,1.9,0.61,65.02,152.91,(連),3.65,,,,,
2026-08-21,6869,シスメックス,東P,"1,976.5",+58.0 (+3.02%) ,2.43,34.74,7.3,10.37,88.28,-38.08,(連),1.92,66.87,1.64,0.96,-37.61,3.64
2026-08-21,6870,日本フェンオール,東S,"2,198",+21.0 (+0.96%) ,0.84,9.88,8.8,8.18,3.10,-15.82,(連),3.46,,,,,
2026-08-21,6871,日本マイクロニクス,東P,"13,690",-70.0 (-0.51%) ,8.03,43.94,20.9,23.57,92.65,39.59,(連),0.69,519.35,0.40,6.85,57.00,36.57
2026-08-21,6874,協立電機,東S,"2,350",+14.0 (+0.60%) ,,,,,,,,,,,,,
2026-08-21,6875,メガチップス,東P,"10,830",-270.0 (-2.43%) ,,,,,,,,,"2,379.00",0.01,-0.67,-42.43,0.44
2026-08-21,6877,ＯＢＡＲＡ　ＧＲＯＵＰ,東S,"5,730",-140.0 (-2.39%) ,1.18,13.49,9.1,15.72,67.41,3.79,(連),2.62,,,,,
2026-08-21,6882,三社電機製作所,東S,"1,174",-2.0 (-0.17%) ,0.63,40.98,1.5,5.2,25.17,-3.64,(連),3.41,97.70,0.05,-26.32,-33.33,5.84
2026-08-21,6888,アクモス,東S,501,-3.0 (-0.60%) ,,,,,,,,,,,,,
2026-08-21,6890,フェローテック,東S,"8,580",-100.0 (-1.15%) ,1.55,26.99,6.0,9.54,86.26,1.98,(連),1.72,,,,,
2026-08-21,6894,パルステック工業,東S,"2,141",0.0 (0.00%) ,0.73,10.25,7.3,13.94,13.40,12.18,(連),3.97,,,,,
2026-08-21,6897,ツインバード,東S,677,+2.0 (+0.30%) ,,,,,,,,,,,,,
2026-08-21,6898,トミタ電機,東S,--,-- (--%) ,0.77,24.63,3.2,-3.8,54.81,83.83,(連),0.00,,,,,
2026-08-21,6899,ＡＳＴＩ,東S,"2,273",+20.0 (+0.89%) ,0.28,9.97,2.9,2.09,44.22,-16.29,(連),3.52,,,,,
2026-08-21,6902,デンソー,東P,"1,948.5",+2.5 (+0.13%) ,0.95,11.96,8.5,7.33,79.97,6.80,(連),3.44,157.93,-3.99,0.21,-18.28,3.95
2026-08-21,6904,原田工業,東S,572,+3.0 (+0.53%) ,0.88,27.89,3.2,5.68,56.13,74.02,(連),1.31,,,,,
2026-08-21,6905,コーセル,東P,"1,319",+21.0 (+1.62%) ,,,,,,,,,40.35,-0.22,0.29,-51.14,4.07
2026-08-21,6907,ジオマテック,東S,756,-9.0 (-1.18%) ,0.6,9.36,6.7,5.68,0.00,17.21,(単),0.00,,,,,
2026-08-21,6908,イリソ電子工業,東P,"2,737",-6.0 (-0.22%) ,0.83,23.15,3.6,9.42,83.69,-23.44,(連),3.65,214.44,0.16,1.68,10.25,3.78
2026-08-21,6912,菊水ＨＬＤＧ,東S,"2,412",+28.0 (+1.17%) ,1.28,12.47,10.8,14.54,35.07,6.97,(連),2.86,,,,,
2026-08-21,6914,オプテックスグループ,東P,"3,225",-60.0 (-1.83%) ,2.05,17.42,12.5,12.38,52.57,3.24,(連),1.74,216.10,0.91,6.13,19.68,8.29
2026-08-21,6915,千代田インテグレ,東S,"3,505",+25.0 (+0.72%) ,0.79,12.87,6.4,7.81,74.41,-29.56,(連),4.56,,,,,
2026-08-21,6918,アバールデータ,東S,"3,550",+25.0 (+0.71%) ,,,,,,,,,,,,,
2026-08-21,6919,ケル,東S,"1,440",-3.0 (-0.21%) ,,,,,,,,,,,,,
2026-08-21,6920,レーザーテック,東P,"35,120",+190.0 (+0.54%) ,,,,,,,,,"1,102.59",1.14,-0.45,31.47,7.43
2026-08-21,6923,スタンレー電気,東P,"3,596",+11.0 (+0.31%) ,0.97,14.95,7.0,8.23,75.36,-8.30,(連),2.89,293.47,0.55,0.07,3.44,11.03
2026-08-21,6925,ウシオ電機,東P,"3,824",-30.0 (-0.78%) ,1.54,40.30,4.0,6.67,79.61,7.19,(連),1.83,131.04,0.77,-2.51,3.43,9.30
2026-08-21,6926,岡谷電機産業,東S,188,+2.0 (+1.08%) ,,,,,,,,,,,,,
2026-08-21,6927,ヘリオス　テクノ　ＨＬＤＧ,東S,964,0.0 (0.00%) ,1.01,10.69,9.8,13.02,63.90,144.28,(連),9.44,,,,,
2026-08-21,6928,エノモト,東S,"2,993",-102.0 (-3.30%) ,0.85,15.65,5.5,5.42,58.36,163.98,(連),2.51,225.85,0.76,5.00,50.00,9.45
2026-08-21,6929,日本セラミック,東P,"3,720",+30.0 (+0.81%) ,1.66,11.46,14.4,22.79,43.79,20.59,(連),4.44,248.70,-0.63,0.48,-4.01,5.62
2026-08-21,6932,遠藤照明,東S,"2,556",-14.0 (-0.54%) ,0.75,8.69,9.2,10.35,35.52,9.68,(連),3.44,311.50,1.39,0.00,-4.41,5.67
2026-08-21,6941,山一電機,東P,"7,860",-150.0 (-1.87%) ,3.12,15.97,21.1,21.93,95.55,57.71,(連),1.88,555.37,1.12,6.02,58.03,20.95
2026-08-21,6942,ソフィアＨＬＤＧ,東S,"1,383",-1.0 (-0.07%) ,,,,,,,,,,,,,
2026-08-21,6943,ＮＫＫスイッチズ,東S,"5,480",+80.0 (+1.48%) ,0.33,11.75,2.9,4.43,60.15,226.65,(連),2.19,,,,,
2026-08-21,6946,日本アビオニクス,東S,"5,350",-210.0 (-3.78%) ,4.91,21.10,25.4,18.89,12.05,97.64,(連),0.19,344.85,0.45,7.46,84.62,31.89
2026-08-21,6947,図研,東P,"4,940",-15.0 (-0.30%) ,2.52,19.51,13.3,13.61,31.77,20.17,(連),4.05,,,,,
2026-08-21,6951,日本電子,東P,"7,280",+58.0 (+0.80%) ,,,,,,,,,403.19,-2.64,0.14,-12.25,-6.73
2026-08-21,6952,カシオ計算機,東P,"2,312",-61.5 (-2.59%) ,2.21,28.88,8.0,8.35,81.07,81.76,(連),1.95,99.16,1.00,3.86,11.28,6.30
2026-08-21,6954,ファナック,東P,"6,035",-81.0 (-1.32%) ,3.02,33.82,9.3,21.42,87.09,15.63,(連),1.77,213.81,1.44,0.20,20.25,9.47
2026-08-21,6955,ＦＤＫ,東S,403,-4.0 (-0.98%) ,0.73,18.66,4.2,2.8,44.73,12.29,(連),0.00,,,,,
2026-08-21,6958,日本シイエムケイ,東P,722,-8.0 (-1.10%) ,0.62,12.78,5.0,2.78,39.61,-25.25,(連),2.77,25.98,-0.52,5.08,-22.50,4.76
2026-08-21,6960,フクダ電子,東S,"11,570",-180.0 (-1.53%) ,1.66,16.93,10.1,19.05,2.59,2.66,(連),1.99,664.75,-6.47,0.00,0.58,1.18
2026-08-21,6961,エンプラス,東P,"10,130",-60.0 (-0.59%) ,1.47,17.23,8.9,14.49,84.62,19.02,(連),0.89,619.80,3.03,9.46,18.77,14.07
2026-08-21,6962,大真空,東P,785,0.0 (0.00%) ,0.64,59.42,1.1,2.86,87.13,78.16,(連),3.57,9.44,-2.91,166.85,-47.22,3.20
2026-08-21,6963,ローム,東P,"4,699",-56.0 (-1.18%) ,,,,,,,,,90.25,-0.43,1.39,12.86,8.89
2026-08-21,6964,サンコー,東S,703,+4.0 (+0.57%) ,0.38,10.31,3.8,4.17,19.84,11.17,(連),2.84,,,,,
2026-08-21,6965,浜松ホトニクス,東P,"2,367",+32.0 (+1.37%) ,2.2,50.02,4.4,7.62,77.43,-45.52,(連),1.61,58.91,1.62,1.05,-20.05,7.07
2026-08-21,6966,三井ハイテック,東P,925,+2.0 (+0.22%) ,1.49,53.62,2.8,5.79,49.81,-18.46,(連),1.95,71.40,0.04,7.81,-0.91,8.63
2026-08-21,6969,松尾電機,東S,"1,005",+9.0 (+0.90%) ,,,,,,,,,,,,,
2026-08-21,6971,京セラ,東P,"3,608",+41.0 (+1.15%) ,1.42,35.13,4.3,5.64,70.83,165.58,(連),1.44,111.87,3.57,1.24,29.71,0.75
2026-08-21,6976,太陽誘電,東P,"9,300",-323.0 (-3.36%) ,3.38,78.49,4.5,5.63,97.12,129.43,(連),0.97,217.86,0.53,0.68,56.00,8.48
2026-08-21,6977,日本抵抗器製作所,東S,"1,490",-9.0 (-0.60%) ,,,,,,,,,,,,,
2026-08-21,6981,村田製作所,東P,"7,091",-114.0 (-1.58%) ,4.75,55.55,8.8,15.39,92.75,1.39,(連),0.92,189.27,0.79,0.16,33.69,8.94
2026-08-21,6982,リード,東S,574,-6.0 (-1.03%) ,,,,,,,,,,,,,
2026-08-21,6986,双葉電子工業,東P,714,-16.0 (-2.19%) ,0.36,12.00,3.1,-5.3,56.77,-231.55,(連),2.52,,,,,
2026-08-21,6988,日東電工,東P,"3,414",-25.0 (-0.73%) ,2.0,17.31,12.2,17.86,86.13,-0.19,(連),1.76,215.98,1.67,-0.28,5.24,4.10
2026-08-21,6989,北陸電気工業,東S,"2,516",0.0 (0.00%) ,0.76,9.94,8.2,5.36,45.58,-3.76,(連),3.78,,,,,
2026-08-21,6993,大黒屋ＨＬＤＧ,東S,90,-1.0 (-1.10%) ,,,,,,,,,,,,,
2026-08-21,6994,指月電機製作所,東S,"1,153",-8.0 (-0.69%) ,1.15,14.63,8.2,9.03,18.99,64.77,(連),2.08,,,,,
2026-08-21,6995,東海理化電機製作所,東P,"3,125",+5.0 (+0.16%) ,0.76,9.02,9.0,5.53,59.69,26.91,(連),3.68,290.51,-0.67,1.69,6.59,2.64
2026-08-21,6996,ニチコン,東P,"2,697",-41.0 (-1.50%) ,1.51,28.70,5.5,3.8,50.74,10.85,(連),1.37,117.51,0.93,1.12,17.45,3.79
2026-08-21,6997,日本ケミコン,東P,"2,747",-39.0 (-1.40%) ,1.34,25.84,4.0,2.46,80.85,33.55,(連),0.73,145.66,0.52,2.58,25.27,13.12
2026-08-21,6998,日本タングステン,東S,"3,180",+120.0 (+3.92%) ,1.16,57.03,2.1,5.58,21.84,19.01,(連),1.57,,,,,
2026-08-21,6999,ＫＯＡ,東P,"2,191",-27.0 (-1.22%) ,0.92,20.59,4.7,5.04,74.70,320.19,(連),1.46,157.66,0.29,13.04,57.58,12.48
2026-08-21,7003,三井Ｅ＆Ｓ,東P,"4,144",-60.0 (-1.43%) ,1.83,10.87,19.3,10.66,33.08,61.74,(連),1.38,355.12,-1.73,-2.46,85.15,9.40
2026-08-21,7004,カナデビア,東P,"1,189",+7.0 (+0.59%) ,1.02,17.96,5.8,1.89,50.80,-44.01,(連),2.10,124.80,0.11,5.51,-18.97,4.08
2026-08-21,7011,三菱重工業,東P,"3,932",-122.0 (-3.01%) ,,,,,,,,,124.13,1.28,-4.03,12.69,5.16
2026-08-21,7012,川崎重工業,東P,"2,603.5",-69.0 (-2.58%) ,,,,,,,,,140.29,2.27,0.74,12.44,9.68
2026-08-21,7013,ＩＨＩ,東P,"2,673",-95.5 (-3.45%) ,4.34,17.60,28.4,10.07,50.65,33.94,(連),0.75,154.36,10.98,0.79,30.66,6.20
2026-08-21,7014,名村造船所,東S,"4,420",-165.0 (-3.60%) ,2.24,14.22,17.9,17.66,71.09,0.11,(連),1.13,341.67,1.36,7.42,4.07,4.25
2026-08-21,7018,内海造船,東S,"11,420",-590.0 (-4.91%) ,1.43,8.42,18.9,6.54,41.78,155.06,(連),0.88,,,,,
2026-08-21,7021,ニッチツ,東S,"2,186",+18.0 (+0.83%) ,0.35,22.08,1.7,2.35,0.00,0.93,(連),1.60,,,,,
2026-08-21,7022,サノヤスＨＬＤＧ,東S,316,0.0 (0.00%) ,0.85,7.39,12.6,6.24,3.27,53.77,(連),2.37,,,,,
2026-08-21,7030,スプリックス,東S,979,-4.0 (-0.41%) ,1.73,15.86,11.2,6.18,0.00,95.59,(連),3.88,102.00,0.15,7.69,33.33,9.21
2026-08-21,7031,インバウンドテック,東G,688,+1.0 (+0.15%) ,,,,,,,,,,,,,
2026-08-21,7033,マネジメントソリューションズ,東P,"1,707",-5.0 (-0.29%) ,4.54,15.26,31.5,11.89,0.00,-2.49,(連),1.87,130.50,0.79,-7.20,-20.58,5.61
2026-08-21,7034,プロレド・パートナーズ,東P,367,-16.0 (-4.18%) ,0.58,19.47,3.1,40.19,0.00,288.00,(連),0.00,,,,,
2026-08-21,7035,ａｎｄ　ｆａｃｔｏｒｙ,東S,272,-12.0 (-4.23%) ,,,,,,,,,,,,,
2026-08-21,7036,イーエムネットジャパン,東G,666,-1.0 (-0.15%) ,,,,,,,,,,,,,
2026-08-21,7037,テノ．ＨＬＤＧ,東S,826,-12.0 (-1.43%) ,2.09,34.30,6.2,3.48,0.00,231.87,(連),1.21,,,,,
2026-08-21,7038,フロンティア・マネジメント,東P,575,-8.0 (-1.37%) ,,,,,,,,,,,,,
2026-08-21,7039,ブリッジインターナショナルグル,東G,"1,353",-19.0 (-1.38%) ,1.04,9.07,11.8,10.19,0.00,-13.33,(連),6.28,,,,,
2026-08-21,7040,サン・ライフＨＬＤＧ,東S,967,-1.0 (-0.10%) ,0.86,9.55,9.2,7.79,0.00,-9.79,(連),3.52,,,,,
2026-08-21,7041,ＣＲＧ　ＨＬＤＧ,東G,346,+1.0 (+0.29%) ,0.66,12.48,5.4,1.7,0.00,377.27,(連),2.60,,,,,
2026-08-21,7042,アクセスグループ・ＨＬＤＧ,東S,700,-8.0 (-1.13%) ,,,,,,,,,,,,,
2026-08-21,7043,アルー,東G,955,0.0 (0.00%) ,1.72,10.04,18.6,9.73,0.00,632.84,(連),0.73,,,,,
2026-08-21,7044,ピアラ,東S,516,-1.0 (-0.19%) ,6.47,18.51,39.4,0.25,0.00,275.00,(連),0.00,,,,,
2026-08-21,7046,ＴＤＳＥ,東G,"1,319",+17.0 (+1.31%) ,1.16,15.80,7.6,7.12,0.00,15.42,(単),0.76,,,,,
2026-08-21,7047,ポート,東G,"2,341",-9.0 (-0.38%) ,2.91,11.33,28.5,14.0,0.00,36.56,(連),0.51,251.50,0.43,6.00,12.77,33.26
2026-08-21,7048,ベルトラ,東G,156,+3.0 (+1.96%) ,2.16,40.62,5.5,2.29,0.00,133.22,(連),0.00,,,,,
2026-08-21,7049,識学,東G,873,+3.0 (+0.34%) ,2.56,24.97,11.3,7.51,0.00,40.17,(連),0.00,,,,,
2026-08-21,7050,フロンティアインターナショナル,東G,"1,410",-18.0 (-1.26%) ,1.28,10.09,13.3,7.01,0.00,66.38,(連),4.96,,,,,
2026-08-21,7057,エヌ・シー・エヌ,東S,900,-5.0 (-0.55%) ,1.27,18.47,6.9,1.81,0.00,-35.96,(連),3.44,,,,,
2026-08-21,7058,共栄セキュリティーサービス,東S,"2,928",-4.0 (-0.14%) ,,,,,,,,,,,,,
2026-08-21,7059,コプロ・ＨＬＤＧ,東P,910,-5.0 (-0.55%) ,3.51,12.08,31.7,9.91,0.00,31.65,(連),4.40,,,,,
2026-08-21,7060,ギークス,東S,588,-5.0 (-0.84%) ,1.96,9.37,22.2,3.32,35.13,70.45,(連),5.10,,,,,
2026-08-21,7061,日本ホスピスＨＬＤＧ,東G,486,+9.0 (+1.89%) ,1.11,14.70,7.8,5.99,0.00,-45.38,(連),5.14,17.80,-0.58,-56.14,-86.84,13.11
2026-08-21,7062,フレアス,東G,712,+5.0 (+0.71%) ,,,,,,,,,,,,,
2026-08-21,7063,Ｂｉｒｄｍａｎ,東G,97,+6.0 (+6.59%) ,,,,,,,,,,,,,
2026-08-21,7064,ハウテレビジョン,東S,870,-8.0 (-0.91%) ,1.65,24.50,7.1,9.81,0.00,-38.00,(連),0.00,9.30,-1.28,-73.33,-94.29,104.93
2026-08-21,7065,ユーピーアール,東S,"1,002",-12.0 (-1.18%) ,0.84,22.83,3.7,1.8,0.00,-14.69,(連),2.50,97.90,0.08,15.38,87.50,0.44
2026-08-21,7066,ピアズ,東G,433,-1.0 (-0.23%) ,1.42,9.20,15.4,9.16,0.00,9.96,(連),3.70,,,,,
2026-08-21,7067,ブランディングテクノロジー,東G,"1,049",+19.0 (+1.84%) ,1.33,37.32,3.6,1.63,0.00,-32.77,(連),0.95,,,,,
2026-08-21,7068,フィードフォースグループ,東G,606,+5.0 (+0.83%) ,,,,,,,,,,,,,
2026-08-21,7069,サイバー・バズ,東G,550,+5.0 (+0.92%) ,5.89,11.47,98.1,4.89,0.00,120.09,(連),0.00,45.85,-2.70,71.93,-18.33,4.83
2026-08-21,7071,アンビスＨＬＤＧ,東P,432,+2.0 (+0.47%) ,1.17,11.51,10.6,12.53,0.00,-39.88,(連),0.93,24.40,-0.50,-11.61,-61.12,9.49
2026-08-21,7072,インティメート・マージャー,東G,"1,172",-5.0 (-0.42%) ,2.37,24.77,9.9,6.75,0.00,166.28,(連),0.00,,,,,
2026-08-21,7073,ジェイック,東G,"2,265",-20.0 (-0.88%) ,1.96,16.11,12.7,4.54,0.00,-17.87,(連),2.43,,,,,
2026-08-21,7074,トゥエンティーフォーセブンＨＤ,東G,188,-3.0 (-1.57%) ,,,,,,,,,,,,,
2026-08-21,7075,ＱＬＳ　ＨＬＤＧ,東G,857,+3.0 (+0.35%) ,3.09,12.56,27.7,7.32,0.00,51.52,(連),1.17,,,,,
2026-08-21,7076,名南Ｍ＆Ａ,名M,"1,039",+2.0 (+0.19%) ,,,,,,,,,,,,,
2026-08-21,7077,ＡＬｉＮＫインターネット,東G,"1,005",-7.0 (-0.69%) ,,,,,,,,,,,,,
2026-08-21,7078,ＩＮＣＬＵＳＩＶＥ　ＨＬＤＧ,東G,351,-6.0 (-1.68%) ,,,,,,,,,,,,,
2026-08-21,7079,ＷＤＢココ,東G,"2,582",0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,7080,スポーツフィールド,東G,851,+6.0 (+0.71%) ,2.57,7.93,37.4,22.53,0.00,24.08,(連),2.47,,,,,
2026-08-21,7081,コーユーレンティア,東S,"1,312",0.0 (0.00%) ,1.16,7.49,16.4,8.66,0.00,40.60,(連),2.74,,,,,
2026-08-21,7082,ジモティー,東G,"1,406",0.0 (0.00%) ,,,,,,,,,38.90,-1.96,0.00,-8.33,8.80
2026-08-21,7083,ＡＨＣグループ,東G,"1,089",+3.0 (+0.28%) ,1.91,"2,222.45",0.1,1.62,0.00,-17.53,(連),1.10,,,,,
2026-08-21,7084,Ｓｍｉｌｅ　ＨＬＤＧ,東G,"2,777",-2.0 (-0.07%) ,,,,,,,,,,,,,
2026-08-21,7085,カーブスＨＬＤＧ,東P,970,+10.0 (+1.04%) ,4.43,20.75,21.8,16.88,0.00,18.44,(連),1.75,56.90,0.78,1.96,5.20,9.74
2026-08-21,7087,ウイルテック,東S,"1,390",-1.0 (-0.07%) ,,,,,,,,,,,,,
2026-08-21,7089,フォースタートアップス,東G,"1,506",-117.0 (-7.21%) ,3.53,12.14,33.2,21.26,0.00,134.52,(連),0.00,,,,,
2026-08-21,7090,リグア,東G,868,0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,7091,リビングプラットフォーム,東G,"1,269",-7.0 (-0.55%) ,2.28,14.33,17.7,2.12,0.00,49.20,(連),0.39,,,,,
2026-08-21,7093,アディッシュ,東G,574,+4.0 (+0.70%) ,2.22,"1,551.35",0.2,0.14,0.00,117.95,(連),0.00,,,,,
2026-08-21,7094,ＮｅｘＴｏｎｅ,東G,"1,768",-26.0 (-1.45%) ,3.1,21.81,15.3,6.26,38.74,29.77,(連),1.13,125.40,0.26,-21.95,-33.33,6.70
2026-08-21,7095,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,東P,"1,261",+2.0 (+0.16%) ,1.25,7.44,19.0,7.22,0.00,-28.69,(連),4.36,169.24,-51.05,-7.52,-56.51,1.24
2026-08-21,7096,ステムセル研究所,東G,775,0.0 (0.00%) ,2.91,50.19,5.8,7.19,0.00,-49.30,(連),0.00,10.90,-2.42,-66.67,-87.50,7.57
2026-08-21,7097,さくらさくプラス,東G,"2,729",-4.0 (-0.15%) ,2.06,19.45,11.0,6.19,0.00,18.48,(連),0.88,,,,,
2026-08-21,7098,エージェント,東PRO,--,-- (--%) ,,,,,,,,,,,,,
2026-08-21,7102,日本車輌製造,東P,"3,675",+75.0 (+2.08%) ,0.64,4.55,15.9,11.62,1.38,64.26,(連),1.22,,,,,
2026-08-21,7110,クラシコム,東G,"2,026",+8.0 (+0.40%) ,2.81,20.85,14.3,12.84,0.00,-3.39,(連),2.37,,,,,
2026-08-21,7111,ＩＮＥＳＴ,東S,496,-1.0 (-0.20%) ,0.71,20.05,3.6,1.4,0.00,58.42,(連),0.00,,,,,
2026-08-21,7112,キューブ,東G,698,-2.0 (-0.29%) ,1.06,122.46,0.9,1.21,34.43,-62.94,(単),0.00,,,,,
2026-08-21,7114,フーディソン,東G,787,-3.0 (-0.38%) ,1.49,24.08,6.3,2.34,0.00,10.06,(連),0.00,,,,,
2026-08-21,7115,アルファパーチェス,東S,"1,494",-24.0 (-1.58%) ,2.16,14.07,16.1,2.49,0.00,20.86,(連),2.48,,,,,
2026-08-21,7119,ハルメクＨＬＤＧ,東G,"1,724",+6.0 (+0.35%) ,2.14,18.07,12.3,5.25,0.00,69.31,(連),1.97,,,,,
2026-08-21,7120,ＳＨＩＮＫＯ,東S,"1,002",-1.0 (-0.10%) ,2.07,6.98,33.6,4.71,0.00,34.01,(単),4.29,,,,,
2026-08-21,7122,近畿車輛,東S,"2,373",+12.0 (+0.51%) ,0.45,10.39,4.5,-0.63,26.60,-43.36,(連),2.11,,,,,
2026-08-21,7126,グローバルスタイル,東S,"1,427",-12.0 (-0.83%) ,1.65,9.45,18.7,6.99,0.00,25.15,(単),2.31,,,,,
2026-08-21,7127,一家ＨＬＤＧ,東S,703,+2.0 (+0.29%) ,,,,,,,,,,,,,
2026-08-21,7128,ユニソルＨＬＤＧ,東P,"2,882",+4.0 (+0.14%) ,0.95,36.10,2.6,2.13,17.35,-10.30,(連),3.50,,,,,
2026-08-21,7129,ミアヘルサＨＬＤＧ,東S,"1,159",+6.0 (+0.52%) ,0.83,16.14,5.2,3.32,0.00,28.42,(連),2.59,,,,,
2026-08-21,7130,ヤマエグループＨＬＤＧ,東P,"2,939",-1.0 (-0.03%) ,0.76,7.36,11.3,1.67,0.00,6.26,(連),2.72,,,,,
2026-08-21,7131,のむら産業,東S,"3,605",-35.0 (-0.96%) ,2.05,9.38,24.1,10.59,0.00,47.65,(連),2.47,,,,,
2026-08-21,7132,フローバル,東PRO,--,-- (--%) ,,,,,,,,,,,,,
2026-08-21,7133,ＨＹＵＧＡ　ＰＲＩＭＡＲＹ　Ｃ,東G,"1,314",+4.0 (+0.31%) ,3.43,18.67,19.7,6.81,0.00,-24.07,(連),1.52,,,,,
2026-08-21,7134,アップガレージグループ,東S,"1,389",-28.0 (-1.98%) ,2.14,14.07,16.0,7.17,0.00,4.25,(連),2.63,,,,,
2026-08-21,7135,ジャパンクラフトＨＬＤＧ,東S,181,-1.0 (-0.55%) ,,,,,,,,,,,,,
2026-08-21,7137,グラントマト,東PRO,--,-- (--%) ,1.54,5.30,33.7,4.0,0.00,106.38,(単),3.33,,,,,
2026-08-21,7138,ＴＯＲＩＣＯ,東G,193,+50.0 (+34.97%) ,,,,,,,,,,,,,
2026-08-21,7139,東京高圧山崎,東PRO,--,-- (--%) ,,,,,,,,,,,,,
2026-08-21,7140,ペットゴー,東G,802,-7.0 (-0.87%) ,,,,,,,,,,,,,
2026-08-21,7148,ＦＰＧ,東P,"1,660",+24.0 (+1.47%) ,2.44,7.68,32.9,19.59,0.00,-8.36,(連),7.86,191.10,-0.74,-25.16,-39.43,-26.33
2026-08-21,7150,島根銀行,東S,519,-8.0 (-1.52%) ,,,,,,,,,,,,,
2026-08-21,7157,ライフネット生命保険,東P,"1,529",+40.0 (+2.69%) ,,,,,,,,,,,,,
2026-08-21,7161,じもとＨＬＤＧ,東S,558,+7.0 (+1.27%) ,,,,,,,,,,,,,
2026-08-21,7162,アストマックス,東S,267,-2.0 (-0.74%) ,,,,,,,,,,,,,
2026-08-21,7164,全国保証,東P,"3,188",+20.0 (+0.63%) ,1.73,13.08,13.4,70.45,0.00,4.57,(連),3.76,251.75,3.81,-0.56,-1.16,1.24
2026-08-21,7167,めぶきフィナンシャルグループ,東P,"1,648.5",+40.0 (+2.49%) ,,,,,,,,,109.88,0.63,0.64,33.46,8.32
2026-08-21,7170,中央インターナショナルグループ,東PRO,330,0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,7172,ジャパンインベストメントアドバ,東P,"2,079",+9.0 (+0.43%) ,1.71,11.94,15.0,48.75,0.50,42.89,(連),4.18,201.50,0.65,-26.36,-26.36,23.40
2026-08-21,7173,東京きらぼしＦＧ,東P,"1,713",+21.0 (+1.24%) ,,,,,,,,,,,,,
2026-08-21,7175,今村証券,東S,"1,859",+46.0 (+2.54%) ,0.72,9.01,8.4,28.63,0.00,44.01,(単),3.93,,,,,
2026-08-21,7176,シンプレクス・ファイナンシャル,東PRO,--,-- (--%) ,,,,,,,,,,,,,
2026-08-21,7177,ＧＭＯフィナンシャルＨＬＤＧ,東S,"1,126",+31.0 (+2.83%) ,2.51,12.72,20.7,32.04,0.00,80.92,(連),5.11,,,,,
2026-08-21,7180,九州ＦＧ,東P,"1,507",+9.0 (+0.60%) ,,,,,,,,,103.50,0.79,2.90,0.98,0.00
